billing_id,resource_id,project_id,billing_date,usage_quantity,usage_unit,unit_cost,discount_pct,daily_cost
45,1,2,2024-05-19,2440.1114,vCPU-hours,0.049252,5.58,113.47
46,1,2,2024-05-20,2440.4897,vCPU-hours,0.049252,5.58,113.49
47,1,2,2024-05-21,2440.8679,vCPU-hours,0.049252,5.58,113.51
48,1,2,2024-05-22,2441.2462,vCPU-hours,0.049252,5.58,113.53
49,1,2,2024-05-23,2441.6245,vCPU-hours,0.049252,5.58,113.54
50,1,2,2024-05-24,2442.0027,vCPU-hours,0.049252,5.58,113.56
51,1,2,2024-05-25,2442.381,vCPU-hours,0.049252,5.58,113.58
52,1,2,2024-05-26,2442.7593,vCPU-hours,0.049252,5.58,113.6
53,1,2,2024-05-27,2443.1375,vCPU-hours,0.049252,5.58,113.62
54,1,2,2024-05-28,2443.5158,vCPU-hours,0.049252,5.58,113.63
55,1,2,2024-05-29,2443.8941,vCPU-hours,0.049252,5.58,113.65
56,1,2,2024-05-30,2444.2724,vCPU-hours,0.049252,5.58,113.67
57,1,2,2024-05-31,2444.6506,vCPU-hours,0.049252,5.58,113.69
58,1,2,2024-06-01,2445.0289,vCPU-hours,0.049252,5.58,113.7
59,1,2,2024-06-02,2445.4072,vCPU-hours,0.049252,5.58,113.72
60,1,2,2024-06-03,2445.7854,vCPU-hours,0.049252,5.58,113.74
61,1,2,2024-06-04,2446.1637,vCPU-hours,0.049252,5.58,113.76
62,1,2,2024-06-05,2446.542,vCPU-hours,0.049252,5.58,113.77
63,1,2,2024-06-06,2446.9202,vCPU-hours,0.049252,5.58,113.79
64,1,2,2024-06-07,2447.2985,vCPU-hours,0.049252,5.58,113.81
65,1,2,2024-06-08,2447.6768,vCPU-hours,0.049252,5.58,113.83
66,1,2,2024-06-09,2448.055,vCPU-hours,0.049252,5.58,113.84
67,1,2,2024-06-10,2448.4333,vCPU-hours,0.049252,5.58,113.86
68,1,2,2024-06-11,2448.8116,vCPU-hours,0.049252,5.58,113.88
69,1,2,2024-06-12,2449.1898,vCPU-hours,0.049252,5.58,113.9
70,1,2,2024-06-13,2449.5681,vCPU-hours,0.049252,5.58,113.91
71,1,2,2024-06-14,2449.9464,vCPU-hours,0.049252,5.58,113.93
72,1,2,2024-06-15,2450.3247,vCPU-hours,0.049252,5.58,113.95
73,1,2,2024-06-16,2450.7029,vCPU-hours,0.049252,5.58,113.97
74,1,2,2024-06-17,2451.0812,vCPU-hours,0.049252,5.58,113.98
75,1,2,2024-06-18,2451.4595,vCPU-hours,0.049252,5.58,114.0
76,1,2,2024-06-19,2451.8377,vCPU-hours,0.049252,5.58,114.02
77,1,2,2024-06-20,2452.216,vCPU-hours,0.049252,5.58,114.04
78,1,2,2024-06-21,2452.5943,vCPU-hours,0.049252,5.58,114.05
79,1,2,2024-06-22,2452.9725,vCPU-hours,0.049252,5.58,114.07
80,1,2,2024-06-23,2453.3508,vCPU-hours,0.049252,5.58,114.09
81,1,2,2024-06-24,2453.7291,vCPU-hours,0.049252,5.58,114.11
82,1,2,2024-06-25,2454.1073,vCPU-hours,0.049252,5.58,114.13
83,1,2,2024-06-26,2454.4856,vCPU-hours,0.049252,5.58,114.14
84,1,2,2024-06-27,2454.8639,vCPU-hours,0.049252,5.58,114.16
85,1,2,2024-06-28,2455.2422,vCPU-hours,0.049252,5.58,114.18
86,1,2,2024-06-29,2455.6204,vCPU-hours,0.049252,5.58,114.2
87,1,2,2024-06-30,2455.9987,vCPU-hours,0.049252,5.58,114.21
88,1,2,2024-07-01,2456.377,vCPU-hours,0.049252,5.58,114.23
89,1,2,2024-07-02,2456.7552,vCPU-hours,0.049252,5.58,114.25
90,1,2,2024-07-03,2457.1335,vCPU-hours,0.049252,5.58,114.27
91,1,2,2024-07-04,2457.5118,vCPU-hours,0.049252,5.58,114.28
92,1,2,2024-07-05,2457.89,vCPU-hours,0.049252,5.58,114.3
93,1,2,2024-07-06,2458.2683,vCPU-hours,0.049252,5.58,114.32
94,1,2,2024-07-07,2458.6466,vCPU-hours,0.049252,5.58,114.34
95,1,2,2024-07-08,2459.0248,vCPU-hours,0.049252,5.58,114.35
96,1,2,2024-07-09,2459.4031,vCPU-hours,0.049252,5.58,114.37
97,1,2,2024-07-10,2459.7814,vCPU-hours,0.049252,5.58,114.39
98,1,2,2024-07-11,2460.1596,vCPU-hours,0.049252,5.58,114.41
99,1,2,2024-07-12,2460.5379,vCPU-hours,0.049252,5.58,114.42
100,1,2,2024-07-13,2460.9162,vCPU-hours,0.049252,5.58,114.44
101,1,2,2024-07-14,2461.2945,vCPU-hours,0.049252,5.58,114.46
102,1,2,2024-07-15,2461.6727,vCPU-hours,0.049252,5.58,114.48
103,1,2,2024-07-16,2462.051,vCPU-hours,0.049252,5.58,114.49
104,1,2,2024-07-17,2462.4293,vCPU-hours,0.049252,5.58,114.51
105,1,2,2024-07-18,2462.8075,vCPU-hours,0.049252,5.58,114.53
106,1,2,2024-07-19,2463.1858,vCPU-hours,0.049252,5.58,114.55
107,1,2,2024-07-20,2463.5641,vCPU-hours,0.049252,5.58,114.56
108,1,2,2024-07-21,2463.9423,vCPU-hours,0.049252,5.58,114.58
109,1,2,2024-07-22,2464.3206,vCPU-hours,0.049252,5.58,114.6
110,1,2,2024-07-23,2464.6989,vCPU-hours,0.049252,5.58,114.62
111,1,2,2024-07-24,2465.0771,vCPU-hours,0.049252,5.58,114.64
112,1,2,2024-07-25,2465.4554,vCPU-hours,0.049252,5.58,114.65
113,1,2,2024-07-26,2465.8337,vCPU-hours,0.049252,5.58,114.67
114,1,2,2024-07-27,2466.212,vCPU-hours,0.049252,5.58,114.69
115,1,2,2024-07-28,2466.5902,vCPU-hours,0.049252,5.58,114.71
116,1,2,2024-07-29,2466.9685,vCPU-hours,0.049252,5.58,114.72
117,1,2,2024-07-30,2467.3468,vCPU-hours,0.049252,5.58,114.74
118,1,2,2024-07-31,2467.725,vCPU-hours,0.049252,5.58,114.76
119,1,2,2024-08-01,2468.1033,vCPU-hours,0.049252,5.58,114.78
120,1,2,2024-08-02,2468.4816,vCPU-hours,0.049252,5.58,114.79
121,1,2,2024-08-03,2468.8598,vCPU-hours,0.049252,5.58,114.81
122,1,2,2024-08-04,3814.2218,vCPU-hours,0.049252,5.58,177.38
123,1,2,2024-08-05,2469.6164,vCPU-hours,0.049252,5.58,114.85
124,1,2,2024-08-06,2469.9946,vCPU-hours,0.049252,5.58,114.86
125,1,2,2024-08-07,2470.3729,vCPU-hours,0.049252,5.58,114.88
126,1,2,2024-08-08,2470.7512,vCPU-hours,0.049252,5.58,114.9
127,1,2,2024-08-09,2471.1295,vCPU-hours,0.049252,5.58,114.92
128,1,2,2024-08-10,2471.5077,vCPU-hours,0.049252,5.58,114.93
129,1,2,2024-08-11,2471.886,vCPU-hours,0.049252,5.58,114.95
130,1,2,2024-08-12,2472.2643,vCPU-hours,0.049252,5.58,114.97
131,1,2,2024-08-13,2472.6425,vCPU-hours,0.049252,5.58,114.99
132,1,2,2024-08-14,2473.0208,vCPU-hours,0.049252,5.58,115.0
133,1,10,2024-08-15,2473.3991,vCPU-hours,0.049252,5.58,115.02
134,1,10,2024-08-16,2473.7773,vCPU-hours,0.049252,5.58,115.04
135,1,10,2024-08-17,2474.1556,vCPU-hours,0.049252,5.58,115.06
136,1,10,2024-08-18,2474.5339,vCPU-hours,0.049252,5.58,115.08
137,1,10,2024-08-19,2474.9121,vCPU-hours,0.049252,5.58,115.09
138,1,10,2024-08-20,2475.2904,vCPU-hours,0.049252,5.58,115.11
139,1,10,2024-08-21,2475.6687,vCPU-hours,0.049252,5.58,115.13
140,1,10,2024-08-22,2476.0469,vCPU-hours,0.049252,5.58,115.15
141,1,10,2024-08-23,2476.4252,vCPU-hours,0.049252,5.58,115.16
142,1,10,2024-08-24,2476.8035,vCPU-hours,0.049252,5.58,115.18
143,1,10,2024-08-25,2477.1818,vCPU-hours,0.049252,5.58,115.2
144,1,10,2024-08-26,2477.56,vCPU-hours,0.049252,5.58,115.22
145,1,10,2024-08-27,2477.9383,vCPU-hours,0.049252,5.58,115.23
146,1,10,2024-08-28,2478.3166,vCPU-hours,0.049252,5.58,115.25
147,1,10,2024-08-29,2478.6948,vCPU-hours,0.049252,5.58,115.27
148,1,10,2024-08-30,2479.0731,vCPU-hours,0.049252,5.58,115.29
149,1,10,2024-08-31,2479.4514,vCPU-hours,0.049252,5.58,115.3
150,1,10,2024-09-01,2479.8296,vCPU-hours,0.049252,5.58,115.32
151,1,10,2024-09-02,2480.2079,vCPU-hours,0.049252,5.58,115.34
152,1,10,2024-09-03,2480.5862,vCPU-hours,0.049252,5.58,115.36
153,1,10,2024-09-04,2480.9644,vCPU-hours,0.049252,5.58,115.37
154,1,10,2024-09-05,2481.3427,vCPU-hours,0.049252,5.58,115.39
155,1,10,2024-09-06,2481.721,vCPU-hours,0.049252,5.58,115.41
156,1,10,2024-09-07,2482.0993,vCPU-hours,0.049252,5.58,115.43
157,1,10,2024-09-08,2482.4775,vCPU-hours,0.049252,5.58,115.44
158,1,10,2024-09-09,2482.8558,vCPU-hours,0.049252,5.58,115.46
159,1,10,2024-09-10,2483.2341,vCPU-hours,0.049252,5.58,115.48
160,1,10,2024-09-11,2483.6123,vCPU-hours,0.049252,5.58,115.5
161,1,10,2024-09-12,2483.9906,vCPU-hours,0.049252,5.58,115.51
162,1,10,2024-09-13,2484.3689,vCPU-hours,0.049252,5.58,115.53
163,1,10,2024-09-14,2484.7471,vCPU-hours,0.049252,5.58,115.55
164,1,10,2024-09-15,2485.1254,vCPU-hours,0.049252,5.58,115.57
165,1,10,2024-09-16,2485.5037,vCPU-hours,0.049252,5.58,115.59
166,1,10,2024-09-17,2485.8819,vCPU-hours,0.049252,5.58,115.6
167,1,10,2024-09-18,2486.2602,vCPU-hours,0.049252,5.58,115.62
168,1,10,2024-09-19,2486.6385,vCPU-hours,0.049252,5.58,115.64
169,1,10,2024-09-20,2487.0167,vCPU-hours,0.049252,5.58,115.66
170,1,10,2024-09-21,2487.395,vCPU-hours,0.049252,5.58,115.67
171,1,10,2024-09-22,2487.7733,vCPU-hours,0.049252,5.58,115.69
172,1,10,2024-09-23,2488.1516,vCPU-hours,0.049252,5.58,115.71
173,1,10,2024-09-24,2488.5298,vCPU-hours,0.049252,5.58,115.73
174,1,10,2024-09-25,2488.9081,vCPU-hours,0.049252,5.58,115.74
175,1,10,2024-09-26,2489.2864,vCPU-hours,0.049252,5.58,115.76
176,1,10,2024-09-27,2489.6646,vCPU-hours,0.049252,5.58,115.78
177,1,10,2024-09-28,2490.0429,vCPU-hours,0.049252,5.58,115.8
178,1,10,2024-09-29,2490.4212,vCPU-hours,0.049252,5.58,115.81
179,1,10,2024-09-30,2490.7994,vCPU-hours,0.049252,5.58,115.83
180,1,10,2024-10-01,2491.1777,vCPU-hours,0.049252,5.58,115.85
181,1,10,2024-10-02,2491.556,vCPU-hours,0.049252,5.58,115.87
182,1,9,2024-10-03,2491.9342,vCPU-hours,0.049252,5.58,115.88
183,1,9,2024-10-04,2492.3125,vCPU-hours,0.049252,5.58,115.9
184,1,9,2024-10-05,2492.6908,vCPU-hours,0.049252,5.58,115.92
185,1,9,2024-10-06,2493.0691,vCPU-hours,0.049252,5.58,115.94
186,1,9,2024-10-07,2493.4473,vCPU-hours,0.049252,5.58,115.95
187,1,9,2024-10-08,2493.8256,vCPU-hours,0.049252,5.58,115.97
188,1,9,2024-10-09,2494.2039,vCPU-hours,0.049252,5.58,115.99
189,1,9,2024-10-10,2494.5821,vCPU-hours,0.049252,5.58,116.01
190,1,9,2024-10-11,2494.9604,vCPU-hours,0.049252,5.58,116.02
191,1,9,2024-10-12,2495.3387,vCPU-hours,0.049252,5.58,116.04
192,1,9,2024-10-13,2495.7169,vCPU-hours,0.049252,5.58,116.06
193,1,9,2024-10-14,2496.0952,vCPU-hours,0.049252,5.58,116.08
194,1,9,2024-10-15,2496.4735,vCPU-hours,0.049252,5.58,116.1
195,1,9,2024-10-16,2496.8517,vCPU-hours,0.049252,5.58,116.11
196,1,9,2024-10-17,2497.23,vCPU-hours,0.049252,5.58,116.13
197,1,9,2024-10-18,2497.6083,vCPU-hours,0.049252,5.58,116.15
198,1,9,2024-10-19,2497.9866,vCPU-hours,0.049252,5.58,116.17
199,1,9,2024-10-20,2498.3648,vCPU-hours,0.049252,5.58,116.18
200,1,9,2024-10-21,2498.7431,vCPU-hours,0.049252,5.58,116.2
201,1,9,2024-10-22,2499.1214,vCPU-hours,0.049252,5.58,116.22
202,1,9,2024-10-23,2499.4996,vCPU-hours,0.049252,5.58,116.24
203,1,9,2024-10-24,2499.8779,vCPU-hours,0.049252,5.58,116.25
204,1,9,2024-10-25,2500.2562,vCPU-hours,0.049252,5.58,116.27
205,1,9,2024-10-26,2500.6344,vCPU-hours,0.049252,5.58,116.29
206,1,9,2024-10-27,2501.0127,vCPU-hours,0.049252,5.58,116.31
207,1,9,2024-10-28,2501.391,vCPU-hours,0.049252,5.58,116.32
208,1,1,2024-10-29,2501.7692,vCPU-hours,0.049252,5.58,116.34
209,1,1,2024-10-30,2502.1475,vCPU-hours,0.049252,5.58,116.36
210,1,1,2024-10-31,2502.5258,vCPU-hours,0.049252,5.58,116.38
211,1,1,2024-11-01,2502.904,vCPU-hours,0.049252,5.58,116.39
212,1,1,2024-11-02,2503.2823,vCPU-hours,0.049252,5.58,116.41
213,1,1,2024-11-03,2503.6606,vCPU-hours,0.049252,5.58,116.43
214,1,1,2024-11-04,2504.0389,vCPU-hours,0.049252,5.58,116.45
215,1,1,2024-11-05,2504.4171,vCPU-hours,0.049252,5.58,116.46
216,1,1,2024-11-06,2504.7954,vCPU-hours,0.049252,5.58,116.48
217,1,1,2024-11-07,2505.1737,vCPU-hours,0.049252,5.58,116.5
218,1,1,2024-11-08,2505.5519,vCPU-hours,0.049252,5.58,116.52
219,1,1,2024-11-09,2505.9302,vCPU-hours,0.049252,5.58,116.54
220,1,1,2024-11-10,2506.3085,vCPU-hours,0.049252,5.58,116.55
221,1,1,2024-11-11,2506.6867,vCPU-hours,0.049252,5.58,116.57
222,1,1,2024-11-12,2507.065,vCPU-hours,0.049252,5.58,116.59
223,1,1,2024-11-13,2507.4433,vCPU-hours,0.049252,5.58,116.61
224,1,1,2024-11-14,2507.8215,vCPU-hours,0.049252,5.58,116.62
225,1,1,2024-11-15,2508.1998,vCPU-hours,0.049252,5.58,116.64
226,1,1,2024-11-16,2508.5781,vCPU-hours,0.049252,5.58,116.66
227,1,1,2024-11-17,2508.9564,vCPU-hours,0.049252,5.58,116.68
228,1,1,2024-11-18,2509.3346,vCPU-hours,0.049252,5.58,116.69
229,1,1,2024-11-19,2509.7129,vCPU-hours,0.049252,5.58,116.71
230,1,1,2024-11-20,2510.0912,vCPU-hours,0.049252,5.58,116.73
231,1,1,2024-11-21,2510.4694,vCPU-hours,0.049252,5.58,116.75
232,1,1,2024-11-22,2510.8477,vCPU-hours,0.049252,5.58,116.76
233,1,1,2024-11-23,2511.226,vCPU-hours,0.049252,5.58,116.78
234,1,1,2024-11-24,2511.6042,vCPU-hours,0.049252,5.58,116.8
235,1,1,2024-11-25,2511.9825,vCPU-hours,0.049252,5.58,116.82
236,1,1,2024-11-26,2512.3608,vCPU-hours,0.049252,5.58,116.83
237,1,1,2024-11-27,2512.739,vCPU-hours,0.049252,5.58,116.85
238,1,1,2024-11-28,5351.1298,vCPU-hours,0.049252,5.58,248.85
239,1,1,2024-11-29,5351.9352,vCPU-hours,0.049252,5.58,248.88
240,1,1,2024-11-30,5352.7406,vCPU-hours,0.049252,5.58,248.92
241,1,1,2024-12-01,5353.5461,vCPU-hours,0.049252,5.58,248.96
242,1,1,2024-12-02,5354.3515,vCPU-hours,0.049252,5.58,249.0
243,1,1,2024-12-03,2515.0087,vCPU-hours,0.049252,5.58,116.96
244,1,1,2024-12-04,2515.3869,vCPU-hours,0.049252,5.58,116.97
245,1,1,2024-12-05,2515.7652,vCPU-hours,0.049252,5.58,116.99
246,1,1,2024-12-06,2516.1435,vCPU-hours,0.049252,5.58,117.01
247,1,1,2024-12-07,2516.5217,vCPU-hours,0.049252,5.58,117.03
248,1,1,2024-12-08,2516.9,vCPU-hours,0.049252,5.58,117.05
249,1,1,2024-12-09,2517.2783,vCPU-hours,0.049252,5.58,117.06
250,1,1,2024-12-10,2517.6565,vCPU-hours,0.049252,5.58,117.08
251,1,1,2024-12-11,2518.0348,vCPU-hours,0.049252,5.58,117.1
252,1,1,2024-12-12,2518.4131,vCPU-hours,0.049252,5.58,117.12
253,1,1,2024-12-13,2518.7913,vCPU-hours,0.049252,5.58,117.13
254,1,1,2024-12-14,2519.1696,vCPU-hours,0.049252,5.58,117.15
255,1,1,2024-12-15,2519.5479,vCPU-hours,0.049252,5.58,117.17
256,1,1,2024-12-16,2519.9262,vCPU-hours,0.049252,5.58,117.19
257,1,1,2024-12-17,2520.3044,vCPU-hours,0.049252,5.58,117.2
258,1,1,2024-12-18,2520.6827,vCPU-hours,0.049252,5.58,117.22
259,1,1,2024-12-19,2521.061,vCPU-hours,0.049252,5.58,117.24
260,1,1,2024-12-20,2521.4392,vCPU-hours,0.049252,5.58,117.26
261,1,1,2024-12-21,2521.8175,vCPU-hours,0.049252,5.58,117.27
262,1,1,2024-12-22,2522.1958,vCPU-hours,0.049252,5.58,117.29
263,1,1,2024-12-23,2522.574,vCPU-hours,0.049252,5.58,117.31
264,1,1,2024-12-24,2522.9523,vCPU-hours,0.049252,5.58,117.33
265,1,1,2024-12-25,2523.3306,vCPU-hours,0.049252,5.58,117.34
266,1,1,2024-12-26,2523.7088,vCPU-hours,0.049252,5.58,117.36
267,1,1,2024-12-27,2524.0871,vCPU-hours,0.049252,5.58,117.38
268,1,1,2024-12-28,2524.4654,vCPU-hours,0.049252,5.58,117.4
269,1,1,2024-12-29,2524.8437,vCPU-hours,0.049252,5.58,117.41
270,1,1,2024-12-30,2525.2219,vCPU-hours,0.049252,5.58,117.43
271,1,1,2024-12-31,2525.6002,vCPU-hours,0.049252,5.58,117.45
272,1,1,2025-01-01,2525.9785,vCPU-hours,0.049252,5.58,117.47
273,1,1,2025-01-02,2526.3567,vCPU-hours,0.049252,5.58,117.49
274,1,1,2025-01-03,2526.735,vCPU-hours,0.049252,5.58,117.5
275,1,1,2025-01-04,6437.0859,vCPU-hours,0.049252,5.58,299.35
276,1,1,2025-01-05,6438.0494,vCPU-hours,0.049252,5.58,299.39
277,1,1,2025-01-06,2527.8698,vCPU-hours,0.049252,5.58,117.56
278,1,1,2025-01-07,2528.2481,vCPU-hours,0.049252,5.58,117.57
279,1,1,2025-01-08,2528.6263,vCPU-hours,0.049252,5.58,117.59
280,1,1,2025-01-09,2529.0046,vCPU-hours,0.049252,5.58,117.61
281,1,1,2025-01-10,2529.3829,vCPU-hours,0.049252,5.58,117.63
282,1,1,2025-01-11,2529.7611,vCPU-hours,0.049252,5.58,117.64
283,1,1,2025-01-12,2530.1394,vCPU-hours,0.049252,5.58,117.66
284,1,1,2025-01-13,2530.5177,vCPU-hours,0.049252,5.58,117.68
285,1,1,2025-01-14,2530.896,vCPU-hours,0.049252,5.58,117.7
286,1,1,2025-01-15,2531.2742,vCPU-hours,0.049252,5.58,117.71
287,1,1,2025-01-16,2531.6525,vCPU-hours,0.049252,5.58,117.73
288,1,1,2025-01-17,2532.0308,vCPU-hours,0.049252,5.58,117.75
289,1,1,2025-01-18,2532.409,vCPU-hours,0.049252,5.58,117.77
290,1,1,2025-01-19,2532.7873,vCPU-hours,0.049252,5.58,117.78
291,1,1,2025-01-20,2533.1656,vCPU-hours,0.049252,5.58,117.8
292,1,1,2025-01-21,2533.5438,vCPU-hours,0.049252,5.58,117.82
293,1,1,2025-01-22,2533.9221,vCPU-hours,0.049252,5.58,117.84
294,1,1,2025-01-23,2534.3004,vCPU-hours,0.049252,5.58,117.85
295,1,1,2025-01-24,2534.6786,vCPU-hours,0.049252,5.58,117.87
296,1,1,2025-01-25,2535.0569,vCPU-hours,0.049252,5.58,117.89
297,1,1,2025-01-26,2535.4352,vCPU-hours,0.049252,5.58,117.91
298,1,1,2025-01-27,2535.8135,vCPU-hours,0.049252,5.58,117.92
299,1,1,2025-01-28,2536.1917,vCPU-hours,0.049252,5.58,117.94
300,1,1,2025-01-29,2536.57,vCPU-hours,0.049252,5.58,117.96
301,1,1,2025-01-30,2536.9483,vCPU-hours,0.049252,5.58,117.98
302,1,1,2025-01-31,2537.3265,vCPU-hours,0.049252,5.58,118.0
303,1,1,2025-02-01,2537.7048,vCPU-hours,0.049252,5.58,118.01
304,1,1,2025-02-02,2538.0831,vCPU-hours,0.049252,5.58,118.03
305,1,1,2025-02-03,2538.4613,vCPU-hours,0.049252,5.58,118.05
306,1,1,2025-02-04,2538.8396,vCPU-hours,0.049252,5.58,118.07
307,1,1,2025-02-05,2539.2179,vCPU-hours,0.049252,5.58,118.08
308,1,1,2025-02-06,2539.5961,vCPU-hours,0.049252,5.58,118.1
309,1,1,2025-02-07,2539.9744,vCPU-hours,0.049252,5.58,118.12
310,1,1,2025-02-08,2540.3527,vCPU-hours,0.049252,5.58,118.14
311,1,1,2025-02-09,2540.731,vCPU-hours,0.049252,5.58,118.15
312,1,1,2025-02-10,2541.1092,vCPU-hours,0.049252,5.58,118.17
313,1,1,2025-02-11,2541.4875,vCPU-hours,0.049252,5.58,118.19
314,1,1,2025-02-12,2541.8658,vCPU-hours,0.049252,5.58,118.21
315,1,1,2025-02-13,2542.244,vCPU-hours,0.049252,5.58,118.22
316,1,1,2025-02-14,2542.6223,vCPU-hours,0.049252,5.58,118.24
317,1,1,2025-02-15,2543.0006,vCPU-hours,0.049252,5.58,118.26
318,1,1,2025-02-16,2543.3788,vCPU-hours,0.049252,5.58,118.28
319,1,1,2025-02-17,2543.7571,vCPU-hours,0.049252,5.58,118.29
320,1,1,2025-02-18,2544.1354,vCPU-hours,0.049252,5.58,118.31
321,1,1,2025-02-19,2544.5136,vCPU-hours,0.049252,5.58,118.33
322,1,1,2025-02-20,2544.8919,vCPU-hours,0.049252,5.58,118.35
323,1,1,2025-02-21,2545.2702,vCPU-hours,0.049252,5.58,118.36
324,1,1,2025-02-22,2545.6484,vCPU-hours,0.049252,5.58,118.38
325,1,1,2025-02-23,2546.0267,vCPU-hours,0.049252,5.58,118.4
326,1,1,2025-02-24,2546.405,vCPU-hours,0.049252,5.58,118.42
327,1,1,2025-02-25,2546.7833,vCPU-hours,0.049252,5.58,118.43
328,1,1,2025-02-26,2547.1615,vCPU-hours,0.049252,5.58,118.45
329,1,1,2025-02-27,2547.5398,vCPU-hours,0.049252,5.58,118.47
330,1,1,2025-02-28,2547.9181,vCPU-hours,0.049252,5.58,118.49
331,1,1,2025-03-01,2548.2963,vCPU-hours,0.049252,5.58,118.51
332,1,1,2025-03-02,2548.6746,vCPU-hours,0.049252,5.58,118.52
333,1,1,2025-03-03,2549.0529,vCPU-hours,0.049252,5.58,118.54
334,1,1,2025-03-04,2549.4311,vCPU-hours,0.049252,5.58,118.56
335,1,1,2025-03-05,2549.8094,vCPU-hours,0.049252,5.58,118.58
336,1,1,2025-03-06,2550.1877,vCPU-hours,0.049252,5.58,118.59
337,1,1,2025-03-07,2550.5659,vCPU-hours,0.049252,5.58,118.61
338,1,1,2025-03-08,2550.9442,vCPU-hours,0.049252,5.58,118.63
339,1,1,2025-03-09,2551.3225,vCPU-hours,0.049252,5.58,118.65
340,1,1,2025-03-10,2551.7008,vCPU-hours,0.049252,5.58,118.66
341,1,1,2025-03-11,2552.079,vCPU-hours,0.049252,5.58,118.68
342,1,1,2025-03-12,2552.4573,vCPU-hours,0.049252,5.58,118.7
343,1,1,2025-03-13,2552.8356,vCPU-hours,0.049252,5.58,118.72
344,1,1,2025-03-14,2553.2138,vCPU-hours,0.049252,5.58,118.73
345,1,1,2025-03-15,2553.5921,vCPU-hours,0.049252,5.58,118.75
346,1,1,2025-03-16,2553.9704,vCPU-hours,0.049252,5.58,118.77
347,1,1,2025-03-17,2554.3486,vCPU-hours,0.049252,5.58,118.79
348,1,1,2025-03-18,2554.7269,vCPU-hours,0.049252,5.58,118.8
